country_string,eastings,country,region,longitude,uk_region,postcode,latitude,northings,Transaction unique identifier,Price,Date of Transfer,Property Type,Old/New,Duration,District,County,PPDCategory Type,Record Status - monthly file only
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{E915B399-7EEF-4473-ADF5-02511741CA0D},340000.0,2009-10-30,S,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{B703F214-DDB1-4E55-913D-43EE052C0821},445000.0,2013-07-19,D,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{FA2A06E6-AAD1-4736-90C1-4B5C67C52B7A},358500.0,2006-04-06,S,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{986BDBC2-62F2-4BA3-9ED3-DD9A1E90EAA0},250000.0,2009-10-20,T,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{441CDAA5-9372-4FA8-A458-51CADFA46F48},218000.0,2005-08-10,S,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,646000,ENG,Suffolk,1.59688,East of England,IP15,52.15686,257100,{4DF032E7-55B4-4DFA-8936-660DA2270FE5},155000.0,2005-05-23,S,N,F,SUFFOLK COASTAL,SUFFOLK,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{24D9A836-7B4E-4CB8-9F97-06E9EAC85178},205000.0,2013-07-26,F,Y,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{120CCA78-B448-4ED5-80CA-19623821E99F},263000.0,2007-05-18,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C7AE0664-017B-4D1A-9E99-D7F4507D0937},196500.0,2014-12-15,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{F40605EB-A4DB-4F03-87AF-969431CDF0C5},51000.0,1996-12-20,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{DAA04A19-E7CB-4DAD-A00F-78263F6521AF},78950.0,1997-09-04,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{10C36609-1D8D-4A51-AE7A-7BE21628C0E6},112995.0,2001-08-31,S,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{79BDCE50-AAB2-4E32-91C9-3B092BBDA640},175000.0,2006-02-24,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FEFDFB99-D848-47F7-ADEB-F419094B6EB9},45500.0,1996-03-29,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{73710A7A-1FA4-4082-B9A1-4C3BA84DE8F7},170000.0,2004-06-16,S,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{8D7BC0BA-E367-4BF9-9901-205CCEC79C97},100000.0,1997-03-12,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{76D6320C-3967-4190-8FF5-BA9F3DB1BCA8},313000.0,2009-12-04,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{36339E58-F7EB-4541-910B-4A27E0254299},169995.0,2008-02-29,F,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{266C6FF1-9C33-4CB2-AB8A-44AC48AD50DD},161500.0,2013-11-08,T,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0504FA37-440D-4659-810C-67A63108F109},335950.0,2002-05-24,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{1849BBB2-3003-4411-902F-C25521998036},70000.0,1995-01-12,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9AF160E3-3FC7-4197-B79F-AAB825FC1740},57000.0,2001-01-16,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{71F3DFC6-D6DA-4211-98B0-7C539D68C39E},97500.0,1997-12-05,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{180D7632-FD3B-40EC-B11D-402D94D5FA72},68000.0,1996-10-18,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{7C26D056-067A-49D2-B1C5-8CC66DF2C250},350000.0,2007-01-23,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0EDBC987-00D5-49D9-8A5D-BA6549ACEBC5},80000.0,1996-05-20,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{F7341218-9023-415D-9F48-7BBA26DE0F19},270000.0,2010-02-26,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0495E4B2-EE71-415D-BAF7-DF9CE79979C7},121000.0,1996-03-29,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{B036B059-CFCA-429D-99B1-5E18443497AC},248995.0,2002-12-13,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{404A5AF3-99C7-CD2B-E050-A8C063055C7B},208000.0,2016-09-02,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9020F0AF-5B70-4F84-833E-529B8E2840A9},235000.0,2012-10-12,F,Y,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{B4B326DB-32C9-45D0-B1E6-99D3E4876971},81995.0,1996-08-08,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{5C9AD9B2-071C-4634-BFA1-4F435B2F83AB},129995.0,2004-01-30,F,Y,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{1DCE8327-432F-4C4F-834C-BE464ADD7AA0},248000.0,2004-05-07,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{56389E97-FC59-41C4-BA7E-A46985A98F3D},73500.0,2001-08-03,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{EDB26555-67FD-4E7A-8085-1B74D2BFB5D7},143000.0,1998-09-14,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{DB2375EA-C883-4271-B031-E7DF1F99C467},395000.0,2010-06-11,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{B2B34A5F-EA92-49FC-81CC-8A7CF3E4FCF3},215000.0,2012-04-25,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{7CD5923A-6AD3-427F-91B9-D94594D6DD0F},82500.0,2013-07-04,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{D7674118-1925-4A97-B463-0284E82BF2D4},164000.0,2005-11-07,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4C4EDFFF-79FB-1854-E050-A8C063054F34},265000.0,2017-02-17,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C5C7176E-77DE-430D-A8EC-7B994EF48FDF},182950.0,2007-07-13,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{74CCDF6B-FC17-4087-9B8B-A30498065690},135000.0,2006-10-27,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{18425059-80CF-4B77-935E-A100968FBB51},85000.0,2001-02-23,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2EEDC8DB-AA69-47CC-984E-372DDB51212A},36000.0,1999-04-22,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{8222C61F-247C-4996-AFD5-A94B4062DA45},180000.0,2007-04-27,T,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{753FF3F8-4498-4A56-B494-93B1C45EE030},72500.0,1999-11-05,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C8DC12CD-18F8-437B-99FC-12DCF6104722},167000.0,2014-06-13,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{D19E3901-5C4B-48EA-ABEE-DEA5FE0DBC21},235450.0,2003-05-16,F,Y,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4E95D757-7EE4-EDA1-E050-A8C0630539E2},248000.0,2017-04-13,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4F5A2C25-2A67-4EDA-9E64-26AC6A9415D1},600000.0,2003-06-24,D,N,F,MAIDSTONE,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{79D00D98-6797-43DF-BAB2-C460099AAF74},44000.0,2001-11-08,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{B3FCA4C2-03CC-48C7-B805-1D66BD8C47F2},169950.0,2007-11-21,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{3B7E0B90-7F4C-EA99-E050-A8C062057E77},169995.0,2016-03-18,F,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{DC8E1F22-610F-433F-89CE-9F73606E2EC1},277995.0,2002-11-15,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{AF279C38-0A09-4327-9586-5275FF227884},185000.0,2015-01-16,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9BDCC581-48D7-4C98-8FD8-E995BA21F727},194000.0,2004-08-27,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{ECB75E78-56E7-408B-B28C-3EAC8C18D2F1},291950.0,2012-01-31,T,Y,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FDB3F4E5-EB7E-4C4D-97F3-95FC36F7A578},168000.0,2006-04-07,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{42A5A709-BD6C-56E8-E050-A8C06205331E},435000.0,2016-11-09,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2D1E4B26-D0A7-FCD1-E050-A8C0630544EC},232000.0,2016-01-15,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{88DDBD46-0D85-4BF1-A309-F80F1FED4EA9},158000.0,2014-07-18,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FB45294B-4FE8-4109-B8FC-9216A19957C9},249950.0,2006-06-02,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{124E54B2-2FFC-47E3-9E6E-95A349F83F39},59000.0,1999-01-29,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{98FD48D6-2AA4-4FBA-9D5E-B400BC676648},102995.0,2001-12-20,T,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{6C1F9E59-0B91-4B36-A740-D8D666DF221A},200000.0,2005-11-04,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{6D408667-9CCB-4861-AE95-66BC251E16FC},145000.0,2003-10-22,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4925CE0C-AF25-4B8B-8652-5230BC97D2C5},169200.0,2007-08-30,T,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2D1E4B26-CE75-FCD1-E050-A8C0630544EC},425000.0,2015-09-07,D,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{D0F66A8A-3349-4DB0-8B96-607062541467},89500.0,1997-06-03,S,N,F,SHEPWAY,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{21E5FEB6-BBA5-2439-E050-A8C06205342E},100000.0,2014-05-14,T,N,F,ASHFORD,KENT,B,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{47F7BFBB-1CE7-4D01-BCDA-89E37F86573D},218000.0,2007-06-01,T,N,F,SHEPWAY,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{41F156F1-0386-4C70-B735-B23B1DE87FD6},210000.0,2010-01-28,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FC816B51-A108-4155-858B-E6449A106A3B},199950.0,2012-04-05,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{EB775BD8-142A-44C9-86DB-E040105C5C0F},249950.0,2003-04-23,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{BBBE3F7D-F6DC-4FC2-9A44-DEFFECDA8417},315500.0,2005-08-04,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{6639B91F-5CC9-4737-BD85-65694A488F5A},299000.0,2005-04-15,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{39043896-0CDE-41F3-9EB6-C304F79F4F86},87000.0,2004-03-12,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{BFC1CBB5-D3D7-4D3D-885E-AB422590CE4F},387500.0,2014-06-19,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{10362688-06CC-4A60-BE62-32760929D52C},162000.0,2003-11-27,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{EF2FD530-40D3-4515-B6E1-7CBBED1641DE},105000.0,1999-04-16,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2D6986C4-5243-4336-BA5F-29B732BBC68A},233000.0,2004-02-09,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{653ED03F-073C-4F06-B84A-3909B89AE408},249000.0,2007-08-29,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9CC722BE-A7D3-42DB-AE6D-86C93151C2C9},285000.0,2014-05-06,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{8C283B1B-980D-47D5-8938-1920AB8098DC},49995.0,2000-12-21,F,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{F26F656C-EB69-452B-9E47-36A610734258},69995.0,2001-11-26,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{62A0704C-8F87-4CE7-AD72-E3240745D455},134000.0,2001-11-01,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{F5D5E4D1-3B2A-4F38-B4D3-7AA6C827827F},182000.0,2013-02-07,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{35B9D44E-239F-490B-BC1B-C48A7130E03C},343000.0,2012-05-31,D,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{E3DF4C4A-A23F-4653-A6A2-1870E0B24014},202500.0,2010-11-30,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C1F773EF-E8E3-4D4D-B280-B1FEB3A1BE18},360000.0,2008-01-18,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FB1B8929-D92C-4A0B-9344-EA32FE6AE638},89000.0,2000-11-17,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{32D49CE7-6812-460C-BE07-CB4866B6216D},77500.0,1999-04-30,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2DF56596-F527-4696-A08D-62B53C28FAC5},215000.0,2015-02-06,T,N,F,MAIDSTONE,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C11B1B11-EF22-4743-8BDC-6D155CDDB69F},58500.0,2000-06-30,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0758B9C4-C51E-4AE7-82EE-F74AB7CD69AA},78000.0,2001-08-02,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{CC219D00-D8AC-41D4-B0D5-9105322DB887},78001.0,1998-10-23,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{302C0A2E-DD5B-444B-80D1-C0C742AD49F3},101000.0,1997-02-19,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{583F7A2C-A96D-4C28-8553-1A957EB2A4D3},268000.0,2009-11-30,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{1F33BB80-59A1-43DA-B038-AAB19910197F},154000.0,2002-08-30,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{EAA51815-EB8D-458E-97E3-96AF7E098DF7},125000.0,2012-10-24,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{A40D034E-E2AA-4F3D-9946-1999EE07693E},220000.0,2003-12-12,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{B717D838-5E1B-48B1-BE94-757F7CFDECFE},48000.0,1997-07-18,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{C1AA017D-3539-45DB-8A6A-3A261ADAC4AD},220000.0,2008-01-28,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9A009B06-F6CD-48C7-8612-0DE15740C944},160000.0,2005-08-26,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{BD90815D-2F00-4A2B-A718-55E49594B6BC},200000.0,2009-11-04,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0731DF58-0967-4658-BE62-350E8537DB43},209950.0,2014-06-30,S,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{442BB5A5-EE55-4E3B-B015-E530B4048B3D},51500.0,2003-07-02,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{DEA83C2E-F6E9-4CED-93D1-78638E25C42C},74000.0,1999-11-23,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{AB720070-B2E8-4525-A30E-6C10AF9B9FDC},64500.0,2001-11-30,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{E8353464-7BE7-42BC-B33C-8CF519C67582},129950.0,2003-06-11,S,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4E40E5A8-6A1A-4170-B1AB-F912F43E9ED1},129500.0,2004-05-28,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{7D7C452D-E05E-4BEC-9BEA-1D26CFDAB3B1},45995.0,1999-10-01,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{4ABD545A-17E8-49B8-9D67-CB5212223D06},315000.0,2006-01-30,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FE66D386-2FC6-4BE1-8866-30BBBC1248FB},147000.0,2002-09-30,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{ADEAA52D-C4BF-4148-91D1-6331173316F6},48000.0,1998-06-05,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{9F607BCE-9930-4E30-BAEE-25D78A522074},172000.0,2003-03-31,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{056E7485-17C5-42F6-9E58-5D7ED046ADC1},132000.0,2014-12-05,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FCA4EA1B-C6E4-442B-8855-E56D7262B8C3},159500.0,2004-09-23,F,N,L,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{574EE471-2020-4556-87E6-99778F58F7F1},220000.0,2006-07-14,S,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2B8392F8-3CF2-4E9D-8961-F5693B2CAA67},60000.0,1995-05-12,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{14FFCDD5-FF17-4DA6-8D67-1B4169E9533A},42500.0,1996-03-13,S,N,F,MAIDSTONE,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{6382BEA5-35DD-4381-B1B8-52FBB2B6965D},87000.0,1999-04-23,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{896D2136-BA69-41EC-B68C-8D3179C0D709},320000.0,2014-10-03,T,N,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{778F2A9E-8761-404A-A297-014E00AD08A2},94500.0,1999-06-25,S,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{0DDB5BF9-BEC5-4896-BFBA-999E23D66BD1},170252.0,2001-07-27,D,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{CEEC9334-819C-483F-8E48-2586B9891325},287500.0,2006-02-02,D,Y,F,SPELTHORNE,SURREY,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{D2CDE5C8-64BE-4393-975D-01B052806533},40000.0,1997-10-31,F,N,L,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{2516FEB1-6DFA-41F0-9B10-0A6377F44D7B},400000.0,2014-11-13,D,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{3B555B58-4291-4709-A92D-816D48E14165},87500.0,1998-03-05,S,Y,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{D68AEA1B-0598-4506-AF47-1020459A8BFA},79500.0,2000-09-08,T,N,F,ASHFORD,KENT,A,A
England,600100,ENG,Kent,0.86075,South East England,TN23,51.13902,141700,{FFFBA4A5-BD8B-4957-A7D4-08580C8A4E5B},147500.0,1998-08-06,D,N,F,SPELTHORNE,SURREY,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{C875C490-2A13-40F1-B023-7070E0100E93},375000.0,2006-03-16,D,N,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{96D98B71-756A-42FF-8EA7-91E63BDEB41B},64950.0,2002-09-06,F,N,L,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{572E3C4A-D0F4-4864-8E70-B343BEDCD7D1},68000.0,1998-06-05,D,N,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{1A10ED9C-9D6E-4512-8586-59F4D0D747A5},77500.0,1995-07-24,D,N,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{1912A756-467B-406D-A06A-012A05CBBDB8},360000.0,2005-12-21,D,Y,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{F9D97301-D233-4E4A-A02A-A3ED867917D5},90000.0,2004-10-26,F,N,L,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{8BACF2A5-6894-4C32-861B-C35362C1DBBA},68500.0,2003-10-01,T,N,L,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{374E5D3B-7DCA-4E42-B4D4-22BD0E637B9B},330000.0,2008-10-28,D,Y,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{D31026C1-DE23-42E6-9836-D2D45852C119},210000.0,2015-05-20,D,Y,F,BRECKLAND,NORFOLK,A,A
England,603300,ENG,Norfolk,0.99655,East of England,NR17,52.51544,295100,{FAF15E03-8B42-48D6-B00C-0930F7D320CF},116500.0,2005-07-06,T,N,F,BRECKLAND,NORFOLK,A,A
